Country Name,Country Code,Year,Value
Pacific island small states,PSS,2024,17.0708090275406
Post-demographic dividend,PST,2011,7.08857587027415
Post-demographic dividend,PST,2024,9.46076364488546
French Polynesia,PYF,2011,8.6
French Polynesia,PYF,2024,22.8
Qatar,QAT,2011,19.8
Qatar,QAT,2024,24.6
Romania,ROU,2011,7.7
Romania,ROU,2024,7.5
Russian Federation,RUS,2011,9.7
Russian Federation,RUS,2024,5.9
Rwanda,RWA,2011,3.1
Rwanda,RWA,2024,2.1
South Asia,SAS,2011,9.03165942802619
South Asia,SAS,2024,10.7173486503525
Saudi Arabia,SAU,2011,19.6
Saudi Arabia,SAU,2024,23.1
Sudan,SDN,2011,8.6
Sudan,SDN,2024,19
Senegal,SEN,2011,3.2
Senegal,SEN,2024,3.8
Singapore,SGP,2011,9.5
Singapore,SGP,2024,11.4
Solomon Islands,SLB,2011,15.3
Solomon Islands,SLB,2024,12
Sierra Leone,SLE,2011,3.2
Sierra Leone,SLE,2024,4.8
El Salvador,SLV,2011,9.4
El Salvador,SLV,2024,12.7
San Marino,SMR,2011,5.5
San Marino,SMR,2024,8.6
"Somalia, Fed. Rep.",SOM,2011,4.3
"Somalia, Fed. Rep.",SOM,2024,5.8
Serbia,SRB,2011,7.7
Serbia,SRB,2024,10.5
Sub-Saharan Africa (excluding high income),SSA,2011,4.51722854849666
Sub-Saharan Africa (excluding high income),SSA,2024,5.56019579742344
South Sudan,SSD,2024,4.6
Sub-Saharan Africa,SSF,2011,4.51823961177629
Sub-Saharan Africa,SSF,2024,5.56067083295313
Small states,SST,2011,9.68512946756901
Small states,SST,2024,11.3574229239809
Sao Tome and Principe,STP,2011,5.5
Sao Tome and Principe,STP,2024,12.1
Suriname,SUR,2011,8.9
Suriname,SUR,2024,13.8
Slovak Republic,SVK,2011,5.7
Slovak Republic,SVK,2024,7.1
Slovenia,SVN,2011,7.5
Slovenia,SVN,2024,7
Sweden,SWE,2011,4.2
Sweden,SWE,2024,5.8
Eswatini,SWZ,2011,3.1
Eswatini,SWZ,2024,7.9
Seychelles,SYC,2011,12.1
Seychelles,SYC,2024,9.3
Syrian Arab Republic,SYR,2011,9.9
Syrian Arab Republic,SYR,2024,19
Chad,TCD,2011,3.9
Chad,TCD,2024,7.3
East Asia & Pacific (IDA & IBRD countries),TEA,2011,8.06684253632877
East Asia & Pacific (IDA & IBRD countries),TEA,2024,11.1509213612865
Europe & Central Asia (IDA & IBRD countries),TEC,2011,7.59013298809859
Europe & Central Asia (IDA & IBRD countries),TEC,2024,8.64258578933349
Togo,TGO,2011,3.3
Togo,TGO,2024,4.8
Thailand,THA,2011,7.5
Thailand,THA,2024,10.2
Tajikistan,TJK,2011,6.3
Tajikistan,TJK,2024,8
Turkmenistan,TKM,2011,2.7
Turkmenistan,TKM,2024,7.1
Latin America & the Caribbean (IDA & IBRD countries),TLA,2011,10.2683541947253
Latin America & the Caribbean (IDA & IBRD countries),TLA,2024,11.3503761140369
Timor-Leste,TLS,2011,7.5
Timor-Leste,TLS,2024,3.2
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2011,10.1138080664671
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2024,20.1073707745161
Tonga,TON,2000,11.5
Tonga,TON,2011,12.7
Tonga,TON,2024,19.6
South Asia (IDA & IBRD),TSA,2011,9.03165942802619
South Asia (IDA & IBRD),TSA,2024,10.7173486503525
Sub-Saharan Africa (IDA & IBRD countries),TSS,2011,4.51823961177629
Sub-Saharan Africa (IDA & IBRD countries),TSS,2024,5.56067083295313
Trinidad and Tobago,TTO,2000,14.1
Trinidad and Tobago,TTO,2011,12.7
Trinidad and Tobago,TTO,2024,12.4
Tunisia,TUN,2011,9.5
Tunisia,TUN,2024,16
Turkiye,TUR,2011,7.9
Turkiye,TUR,2024,16.5
Tuvalu,TUV,2011,19.2
Tuvalu,TUV,2024,19
Tanzania,TZA,2011,2.8
Tanzania,TZA,2024,9.8
Uganda,UGA,2011,2.8
Uganda,UGA,2024,2.2
Ukraine,UKR,2011,2.9
Ukraine,UKR,2024,6
Upper middle income,UMC,2011,8.45007739457124
Upper middle income,UMC,2024,11.3618644752643
Uruguay,URY,2011,5.7
Uruguay,URY,2024,7.8
United States,USA,2011,9.4
United States,USA,2024,13.7
Uzbekistan,UZB,2011,6.4
Uzbekistan,UZB,2024,7.5
St. Vincent and the Grenadines,VCT,2011,8.8
St. Vincent and the Grenadines,VCT,2024,8.6
"Venezuela, RB",VEN,2011,10.2
"Venezuela, RB",VEN,2024,8.6
Virgin Islands (U.S.),VIR,2011,12.1
Virgin Islands (U.S.),VIR,2024,9.1
Viet Nam,VNM,2011,3.2
Viet Nam,VNM,2024,3.4
Vanuatu,VUT,2011,16.1
Vanuatu,VUT,2024,19.7
World,WLD,2011,8.14074847164927
World,WLD,2024,10.7978422879351
Samoa,WSM,2011,7.7
Samoa,WSM,2024,25.4
Kosovo,XKX,2024,10.4
"Yemen, Rep.",YEM,2011,9.6
"Yemen, Rep.",YEM,2024,5.5
South Africa,ZAF,2011,7
South Africa,ZAF,2024,7.2
Zambia,ZMB,2011,4.8
Zambia,ZMB,2024,10.3
Zimbabwe,ZWE,2011,9.8
Zimbabwe,ZWE,2024,1.5
